request_id,ip_hash,timestamp,endpoint,http_method,response_code,payload_size_bytes,requests_per_min,unique_endpoints_per_session,inter_request_time_seconds,hour_of_day,failed_auth_streak,is_abuse
f7046017-960e-4b78-911c-fb1e5f0aaa55,0eeb8c47b62f1d29739ef553590ed57c,2026-03-08 11:40:00,/auth/refresh,POST,200,276,0.935,5,11.837,17,0,0
ea43b1fa-8715-4d61-9186-70afc16b2f76,ed7c8cffdc6124684b3e4195da3566e3,2026-03-13 16:18:45,/auth/login,POST,200,236,4.377,4,21.473,12,1,0
08b0ba0b-f169-4b74-a40c-af85088fbc81,d527457ed0475488ecfafb545f0628d6,2026-03-07 11:17:18,/auth/logout,POST,200,286,1.941,8,8.529,10,1,0
f0f3f5d0-50b8-4054-948c-cb39cd9871f3,86b37f20b42b1b343b64c339065b641b,2026-02-27 10:16:13,/auth/login,POST,401,231,59.026,1,0.957,3,31,1
4d131e51-7a6a-44c8-bc81-93369c445bdd,5657ea462f7174319fc5e4106e16d579,2026-02-25 12:10:56,/auth/login,POST,200,280,1.055,5,33.433,16,0,0
95e98e6f-1792-40f2-9b23-45e702eaf277,23592031c661c64a2cab56ba4cf36744,2026-02-28 18:18:01,/auth/refresh,GET,200,236,4.702,3,10.489,10,0,0
e4354156-dde4-47b1-a30b-0fb2dba0e3bc,136fb07d6813b6d31e77e77446b9d5eb,2026-03-19 07:48:42,/auth/login,POST,401,246,48.819,2,1.069,16,42,1
18958181-bdcd-4771-a1c6-88fcaca1ebae,40d9dc909b4dcd132e2c9b06f473e290,2026-02-28 10:03:36,/auth/login,POST,500,220,2.086,2,21.492,12,1,0
26c40920-20d1-46d3-854d-d055f861bbd5,7e37f4bcd0b356f13a4325a2d8462b84,2026-03-12 01:04:33,/auth/login,POST,401,228,60.072,1,0.881,10,10,1
0d916da8-d4ee-4495-aa69-ceee641be5fa,873116770ea0841ef0e4717612595320,2026-03-22 13:44:43,/auth/refresh,GET,500,130,4.643,6,6.889,17,1,0
09b5b7ea-da72-4d46-bbc9-92edf8a332e0,ed7c8cffdc6124684b3e4195da3566e3,2026-03-22 10:41:57,/auth/login,POST,200,289,1.363,2,35.545,8,0,0
912337de-f025-48fc-8277-ac3b710b4db9,eac4db112fd4095604e40d0df62838c3,2026-03-08 17:57:33,/auth/refresh,GET,200,190,3.817,2,32.078,13,0,0
5905a117-a588-4faa-b766-96e19b9862fa,130423a5251c89909a04c6266cbdac61,2026-02-26 12:53:16,/auth/logout,POST,200,270,3.318,7,78.498,15,1,0
d8689c90-636c-45c1-b769-91c219ff554f,67e5f3ad682f0b2e96dd38740c0ef9a5,2026-03-17 17:55:29,/auth/login,POST,200,411,4.249,6,43.54,14,0,0
5fff00ba-08bd-447f-874a-a803fad63432,21e1797de0230301f126bfff22e6f257,2026-03-03 16:18:52,/auth/logout,POST,200,198,2.861,8,12.656,14,0,0
3f49ee81-3260-42db-954d-e259f587ed1a,d5504da081e7c71be021382c0bbb4b85,2026-03-01 12:06:00,/auth/refresh,POST,200,291,3.79,7,7.025,15,1,0
334764c0-1000-4e47-8788-9197833929a5,75b9d18da7e0afb38cd0093df9cf134a,2026-03-07 08:32:04,/auth/login,POST,500,158,3.344,2,35.15,15,1,0
637ed573-bc26-4ee2-aefd-034c0a0c2980,7798980c4be0aa445c07e31c4f49afca,2026-03-09 17:22:47,/auth/logout,POST,401,284,2.315,3,5.106,13,0,0
eb001c76-2575-4a6d-928c-ea286129f2fb,d527457ed0475488ecfafb545f0628d6,2026-03-21 10:02:29,/auth/refresh,POST,200,283,2.755,5,9.878,14,1,0
9700bca9-a832-4665-a110-3b4f4cae7b67,0c8bbdd4ac62677560cd2145f01bb3b3,2026-03-11 09:23:58,/auth/logout,POST,200,193,2.613,8,5.502,13,1,0
9fb06870-27f8-4366-a61d-2d51e456e9fc,f46fe4db08485ab753aeddd5a3871a71,2026-03-17 14:20:24,/auth/login,POST,200,220,2.723,3,13.231,15,1,0
6be51aa5-04de-439b-aa9f-38205fc068ae,d527457ed0475488ecfafb545f0628d6,2026-03-03 11:21:15,/auth/login,POST,404,222,2.801,2,56.247,11,0,0
2861ed96-a826-4142-9f9a-9de422c68909,db17a101eb167ac550c7cb98920e9557,2026-03-14 09:12:50,/auth/logout,POST,404,209,4.278,3,36.901,13,1,0
d95226b8-7b16-4925-bd11-24fe34b785b8,d5f0a1e455d2fbb13897998529ad0bfb,2026-03-11 10:17:03,/auth/logout,POST,404,216,2.115,5,5.302,12,1,0
9f400822-fe98-4224-8daa-0281d7526a14,5358da5c172b7f8aa3d155439ef4fa05,2026-03-12 11:57:27,/auth/login,POST,200,226,3.229,7,11.657,14,1,0
38c496e4-5b47-40be-946c-dfa03a9cec49,acf3ae65dfa5d9dc272fb90eadb4417c,2026-02-28 00:34:17,/auth/login,POST,401,235,49.099,2,0.949,1,30,1
3284e254-09f6-4590-8bf0-60a373256a30,3f442e210017ca799a8ebf5327a4e007,2026-03-06 17:29:09,/auth/login,POST,200,198,1.985,7,9.05,11,1,0
af27f626-8bbe-4f67-8136-51215123d3b8,d5504da081e7c71be021382c0bbb4b85,2026-03-06 15:59:53,/auth/refresh,POST,200,176,1.136,4,4.588,7,1,0
ee811bfe-0b20-4590-93ad-3c18fb3648a5,18eb8833d21621e200c70e5eebc67637,2026-03-05 10:42:08,/auth/login,POST,200,233,1.269,7,37.111,7,0,0
c8989105-e6ea-468d-945b-e858b1a2cf04,0eeb8c47b62f1d29739ef553590ed57c,2026-03-10 13:08:49,/auth/logout,POST,500,232,1.695,3,13.317,7,0,0
a01c84e5-df10-4619-93fd-fa8041f3d92e,7b525056859a0c661a446912d3e49de8,2026-03-19 19:41:39,/auth/logout,POST,200,311,4.674,7,32.109,15,1,0
ce417b88-1d23-4fe2-968c-e6e216e35018,362db741035574efd8ee6c34e56f675c,2026-03-16 14:42:47,/auth/login,POST,200,280,3.491,6,37.207,12,1,0
1d1ef947-803c-4e46-bf4c-6ff1c22c90c4,4fecb372977f6b1fafd2e7c9d19a325b,2026-03-01 13:02:28,/auth/login,POST,200,215,2.8,4,30.602,10,1,0
45ed3b40-7c8c-40f4-8b33-2806ce01eee8,d5f0a1e455d2fbb13897998529ad0bfb,2026-03-02 17:11:24,/auth/logout,POST,200,316,3.786,2,5.556,14,1,0
b5cc10d5-8b2f-4f8e-a59c-dacc983634f3,ed7c8cffdc6124684b3e4195da3566e3,2026-03-26 13:41:44,/auth/logout,POST,200,246,4.193,4,6.4,10,1,0
d24e9123-a4dd-4f83-8405-b6d829cb0884,74fd1bedb180b0755039d42099426c6b,2026-03-07 14:34:03,/auth/refresh,POST,200,179,2.578,8,24.969,8,1,0
95a08fc4-6db7-4b00-a82d-23bc07dc0045,dd8141d4178a5b02cf566bfe67a5d58d,2026-03-20 10:32:39,/auth/logout,POST,200,215,1.722,8,5.076,13,1,0
fe6d2163-2043-4b6c-a09e-ac4fa0e870a3,e84044c8246adc4d5b13e8dbb01b6173,2026-03-05 16:08:17,/auth/refresh,POST,200,229,3.35,7,13.424,10,1,0
4ac4cb17-a185-4723-9bc0-4451d344de80,75b9d18da7e0afb38cd0093df9cf134a,2026-03-22 10:20:52,/auth/refresh,POST,200,319,3.575,2,14.766,16,0,0
f730e88a-562d-4bd2-afd7-99f787da7ad4,86b37f20b42b1b343b64c339065b641b,2026-03-24 09:02:42,/auth/login,POST,200,236,42.597,2,0.884,9,27,1
ec5304b1-adc0-4f00-9c4d-2eeffd2c61e0,e14d9eeba775ac5bc8b49ab4e41c4dc2,2026-03-10 09:46:14,/auth/login,POST,200,380,2.037,8,10.717,17,1,0
f1ec57ce-cd49-4e98-b141-dbd1ce572e38,0c8bbdd4ac62677560cd2145f01bb3b3,2026-03-19 10:24:39,/auth/refresh,POST,200,243,3.867,3,5.368,8,0,0
9b10e1e6-546b-423d-ade2-37298ba25e61,21e1797de0230301f126bfff22e6f257,2026-03-20 15:37:20,/auth/login,POST,200,236,4.499,7,5.125,13,0,0
7ef58665-4dc3-4e08-b710-d85ea92aed8e,f46fe4db08485ab753aeddd5a3871a71,2026-03-22 18:39:37,/auth/refresh,POST,200,195,2.154,2,5.222,15,1,0
875ca0d1-b537-4e95-a4ee-978a311f0f4d,873116770ea0841ef0e4717612595320,2026-03-09 11:38:30,/auth/refresh,POST,401,325,3.376,7,4.682,17,1,0
c1b96a8f-ae23-4260-9ebc-cb8962e0275c,0c8bbdd4ac62677560cd2145f01bb3b3,2026-02-24 08:05:35,/auth/login,POST,401,326,1.81,4,12.91,9,0,0
b9f9c0e7-596e-4c25-8f35-70a0a8309999,d527457ed0475488ecfafb545f0628d6,2026-03-23 13:33:12,/auth/refresh,POST,200,238,4.366,6,15.163,15,1,0
41ebe575-bf3b-4643-a259-b7d8a246d736,931ff4f05e5a42f2c8d1b7ce42ea71a7,2026-03-19 08:04:57,/auth/refresh,POST,200,274,3.113,4,30.686,10,0,0
b4cf2da7-8495-4b2d-a904-67eef69482a1,86b37f20b42b1b343b64c339065b641b,2026-03-02 00:01:04,/auth/login,POST,401,227,53.722,1,0.934,17,22,1
a72ccc5e-8d2e-4a95-8005-073099cd4cee,fa194fe0591a359801f8611f32e6335c,2026-03-19 23:39:00,/auth/login,POST,401,202,66.571,2,1.023,6,38,1
989c9761-b472-4fee-8e6f-bf7eea7c65d2,eac4db112fd4095604e40d0df62838c3,2026-03-08 12:38:55,/auth/login,POST,200,332,1.51,5,53.379,8,0,0
1a56e1b1-7d9b-4a41-a71f-783c41eff05a,62890811b31c856960ff6ac7ac67fc49,2026-03-13 12:04:37,/auth/login,POST,500,243,2.535,4,4.441,17,0,0
f70c175b-18a5-4f59-a801-bb6a57b01bd0,23592031c661c64a2cab56ba4cf36744,2026-03-12 15:42:54,/auth/refresh,POST,200,209,3.863,7,52.175,7,1,0
c6402b42-b35d-43ae-99b3-085e29ab4b5c,488dbe63d0dfb9040786aabc2cc4b69c,2026-02-28 15:41:46,/auth/refresh,POST,200,216,3.672,7,15.67,11,1,0
3d9ac879-24cf-40f5-937c-b2d405b486b2,5358da5c172b7f8aa3d155439ef4fa05,2026-03-24 09:05:16,/auth/login,GET,200,285,1.402,7,25.86,9,1,0
f1ed2c73-cc67-4cd1-a640-8f1c411afacd,9587a14f13296fed8e3dd5ac092dda8b,2026-03-19 09:53:25,/auth/logout,POST,404,255,1.905,3,24.086,11,0,0
de18728b-6bf7-4816-87fd-f4f964ea9bc6,18eb8833d21621e200c70e5eebc67637,2026-03-14 08:02:33,/auth/login,POST,404,283,1.656,7,10.663,12,1,0
4c92c561-8e50-4157-933f-9f6090d716cf,eac4db112fd4095604e40d0df62838c3,2026-03-12 12:49:55,/auth/refresh,POST,200,235,3.009,2,9.763,7,0,0
df200564-5e2f-4f61-a804-681da25c387c,72b17847362b52fcac7482c187911402,2026-03-03 12:56:47,/auth/login,POST,200,212,1.113,3,4.343,12,1,0
03e31ae3-3472-471f-9437-d043f78556c3,d5f0a1e455d2fbb13897998529ad0bfb,2026-03-18 13:36:42,/auth/login,POST,200,222,4.347,3,22.189,15,1,0
60e7165c-0ac4-4ac1-804a-939b8b9e1297,c247205d3266bf0229d0520e8c92320f,2026-03-11 12:19:49,/auth/refresh,POST,200,208,3.544,8,10.271,14,1,0
3e312578-1bb5-4a33-9a4e-5290a76d0f8b,dd8141d4178a5b02cf566bfe67a5d58d,2026-03-09 16:27:35,/auth/login,POST,200,171,1.544,4,4.76,14,1,0
c04bd566-b54a-4694-898b-26fd567ced50,eac4db112fd4095604e40d0df62838c3,2026-03-19 08:42:09,/auth/logout,POST,200,252,3.54,2,5.642,8,0,0
042fa734-64c9-41a8-88b2-ae6b6f14386b,86b37f20b42b1b343b64c339065b641b,2026-03-22 19:15:20,/auth/login,POST,401,251,52.402,1,1.077,15,36,1
509f91a8-aa65-4970-85c1-2d852911ac23,5358da5c172b7f8aa3d155439ef4fa05,2026-03-18 12:02:54,/auth/logout,POST,200,249,4.845,2,45.995,18,0,0
af7c9e42-ffce-4736-9176-24b2f430f708,d5504da081e7c71be021382c0bbb4b85,2026-03-11 14:55:01,/auth/login,POST,401,326,2.602,4,14.391,11,1,0
e009da7b-bf6f-4f50-aac1-26c781346226,ea1d8e563d6ba484d6c0f73b8ad9c40e,2026-02-25 18:29:59,/auth/login,POST,401,299,2.192,7,9.995,9,1,0
f3a55ad4-01d5-47c4-bf24-3b87261c1364,eac4db112fd4095604e40d0df62838c3,2026-03-25 09:37:55,/auth/login,POST,404,296,1.819,7,43.394,11,0,0
89b8c481-ce67-4262-8f4f-7fe42bcce196,a587fa57ffc22d0308846d5bb8910608,2026-02-25 14:04:03,/auth/refresh,GET,500,268,4.246,6,6.846,11,1,0
38f3f158-ec48-4f22-90c9-4aaa95f9e800,4fecb372977f6b1fafd2e7c9d19a325b,2026-03-23 14:13:56,/auth/login,POST,200,248,3.033,5,4.708,13,1,0
1d4ea389-c0bb-4c64-a0c0-43f016d7b51e,2e8082148616a59ba987371c8e4fc4c0,2026-03-15 13:17:03,/auth/login,POST,401,221,72.016,2,0.753,17,45,1
cb2e55b3-e2d8-4797-959f-fd0151ecc121,0eeb8c47b62f1d29739ef553590ed57c,2026-03-23 13:57:27,/auth/login,POST,200,246,1.157,7,5.506,14,0,0
a43190d6-90c5-4135-8e60-df82611809fa,21e1797de0230301f126bfff22e6f257,2026-03-25 12:41:06,/auth/login,POST,500,212,1.648,3,32.464,15,1,0
26500117-8bf8-44f9-a946-e90586adc804,f46fe4db08485ab753aeddd5a3871a71,2026-02-26 11:27:03,/auth/refresh,POST,200,106,4.22,2,4.458,11,1,0
9146288e-7596-4c04-a1c7-1ccab18ea0ae,a110479a16cf89987778f4608c93d43d,2026-03-03 14:29:09,/auth/login,GET,500,225,4.547,2,30.32,9,1,0
0126e1b5-01c6-4810-93e2-42ad36ab23fc,916b7ecea0cbc9667f7521cb40a2ec18,2026-03-01 17:18:45,/auth/login,POST,200,190,74.834,1,1.14,1,40,1
d2c253b6-6b20-432c-875a-e4e2884ea8a4,0c8bbdd4ac62677560cd2145f01bb3b3,2026-03-01 08:55:48,/auth/refresh,POST,500,206,3.653,6,52.086,12,0,0
b2bd0a4e-b036-443b-bb44-7bc445b9e087,23592031c661c64a2cab56ba4cf36744,2026-03-11 16:07:46,/auth/refresh,POST,200,255,1.149,2,29.523,9,1,0
e05c7fb7-0bd4-49bb-8f53-e616e39598df,441690673f01d562d43a55cdbf55ad60,2026-03-17 10:25:16,/auth/login,POST,401,263,45.594,2,1.302,18,31,1
b5d3bfdd-a820-4ca8-a42d-f4f64bf76fd9,441690673f01d562d43a55cdbf55ad60,2026-03-16 14:33:08,/auth/login,POST,200,235,77.151,1,0.888,10,11,1
8ea0528b-1588-4084-974a-99464d420ada,0c8bbdd4ac62677560cd2145f01bb3b3,2026-03-02 12:24:05,/auth/refresh,POST,200,261,3.695,8,55.125,10,0,0
4c8aea82-cf7f-443d-9218-8a12d471f3dc,23592031c661c64a2cab56ba4cf36744,2026-03-11 16:40:03,/auth/login,POST,200,238,2.074,7,4.661,10,0,0
18b63c51-696c-4cff-89b0-fc40e00fb89a,72b17847362b52fcac7482c187911402,2026-03-13 13:08:32,/auth/refresh,POST,200,270,1.619,4,6.105,19,1,0
f825cbdd-5bb8-4e38-b0f5-072f0757c32f,a4e7b6310d2aa6ba8bb8762e58491183,2026-02-28 00:16:08,/auth/login,POST,401,221,50.841,1,0.836,12,35,1
ff89124c-819f-404d-8b78-0d36c88efa58,40d9dc909b4dcd132e2c9b06f473e290,2026-03-07 12:30:18,/auth/logout,POST,200,199,4.817,4,25.656,15,1,0
44100da4-ffb7-48f9-a705-e16c9853ca8b,f46fe4db08485ab753aeddd5a3871a71,2026-02-27 12:22:53,/auth/login,POST,200,268,3.654,3,14.019,11,0,0
da64a5be-109e-4892-808f-23a68e9da773,74fd1bedb180b0755039d42099426c6b,2026-03-21 06:33:30,/auth/login,POST,200,277,3.507,4,5.85,16,0,0
093e452a-be04-4ada-9170-2b60b813bf5f,e14d9eeba775ac5bc8b49ab4e41c4dc2,2026-03-13 11:07:58,/auth/login,POST,200,161,3.582,7,12.672,12,0,0
d5537fa3-c848-497c-9f28-085c4ffb5047,dfa53b842832ed5cc86cd50f44985371,2026-03-10 13:00:21,/auth/refresh,POST,200,331,3.25,7,88.535,7,0,0
323b50ee-8a49-4c50-a034-afec9b29d0f5,931ff4f05e5a42f2c8d1b7ce42ea71a7,2026-03-20 15:15:04,/auth/logout,POST,200,221,3.775,4,32.128,15,0,0
15ddc1ee-5e6a-48ed-8c58-e44adf5526d0,4fecb372977f6b1fafd2e7c9d19a325b,2026-03-05 12:32:13,/auth/login,POST,500,238,1.809,2,19.016,14,0,0
276a7937-631e-4e8f-bda5-262369266c53,67e5f3ad682f0b2e96dd38740c0ef9a5,2026-02-26 10:13:27,/auth/refresh,POST,401,184,1.529,8,119.218,20,0,0
79070721-af0e-4c2d-8314-88fb635d4d7f,7798980c4be0aa445c07e31c4f49afca,2026-03-20 12:06:31,/auth/logout,POST,500,292,1.744,3,17.707,12,1,0
ba7c8ed7-7aba-4c0a-b0cd-9eec40046d85,03600a07a090cb53d5280cf5b01d2ad4,2026-03-10 09:17:23,/auth/login,POST,200,296,1.733,6,15.383,13,1,0
ded724d2-c86b-4b70-bb3f-3f8a69814ecf,03600a07a090cb53d5280cf5b01d2ad4,2026-03-02 15:58:05,/auth/login,POST,200,158,3.857,3,35.76,17,1,0
e9422084-e206-43eb-8fd9-8936088ce94e,5657ea462f7174319fc5e4106e16d579,2026-03-23 12:05:43,/auth/logout,GET,200,320,3.31,7,53.844,9,1,0
42b619b1-6fe5-4045-b745-afcab1a1311b,db17a101eb167ac550c7cb98920e9557,2026-03-03 09:57:06,/auth/refresh,POST,200,278,2.183,7,12.922,16,0,0
3ff21fe9-b6cb-4672-b7f0-d2d2953a734d,27b83d853fc2c0fac832b833a1ffa8ad,2026-03-13 08:48:36,/auth/login,POST,401,248,33.347,2,1.53,4,19,1
2dcf9d0c-4d25-4a62-98f1-793df104785c,e14d9eeba775ac5bc8b49ab4e41c4dc2,2026-02-28 10:21:21,/auth/login,POST,401,198,1.939,7,5.142,14,1,0
108f4b9c-a29b-4c13-994f-2a410c3f0728,db17a101eb167ac550c7cb98920e9557,2026-03-21 16:55:22,/auth/login,POST,200,291,4.761,3,8.978,16,0,0
93e5d083-aefe-4d6f-a2cc-75a0a65deb21,f46fe4db08485ab753aeddd5a3871a71,2026-03-02 14:04:55,/auth/logout,POST,200,308,2.856,8,5.473,15,0,0
8b08f649-3583-4988-a815-01f4e8441f4a,e5613d078a6ff4f1de1c7b3d4029803d,2026-03-18 08:12:56,/auth/logout,GET,200,272,1.73,6,8.152,15,0,0
11cc489b-2b46-43c8-bbf4-d7c39ba6b94a,e84044c8246adc4d5b13e8dbb01b6173,2026-03-09 14:57:31,/auth/logout,POST,404,237,2.78,7,8.953,12,1,0
ba75ae53-9513-4875-9bbc-a6521dcdf16f,14099ff2b02945343b11e132f07d4963,2026-03-11 15:23:55,/auth/logout,POST,200,220,2.764,3,47.863,14,0,0
a440c6a0-3b02-4f69-97e4-e4bea872f431,86b37f20b42b1b343b64c339065b641b,2026-02-26 21:03:23,/auth/login,POST,401,237,43.426,2,1.204,20,45,1
99036511-49aa-4c9f-99d5-7985435f9087,0c8bbdd4ac62677560cd2145f01bb3b3,2026-03-07 12:14:37,/auth/refresh,POST,200,241,4.311,8,4.509,11,0,0
1054d7ca-6de2-42fb-b40c-a6837bb242c6,21e1797de0230301f126bfff22e6f257,2026-03-24 07:43:18,/auth/refresh,POST,404,232,1.835,8,6.117,9,1,0
9daa2914-14c3-4b7f-9b96-87ef14a8c940,5657ea462f7174319fc5e4106e16d579,2026-03-06 13:01:52,/auth/refresh,POST,404,282,4.713,4,4.955,10,0,0
9eb68da9-7afb-47e9-b30c-b23f3a1004da,a110479a16cf89987778f4608c93d43d,2026-02-27 10:31:09,/auth/refresh,POST,200,328,1.725,2,5.127,7,0,0
3cd08430-c567-44e5-bb81-b6e5a02f4569,72b17847362b52fcac7482c187911402,2026-03-13 03:03:41,/auth/refresh,POST,200,267,3.35,4,8.909,15,1,0
86f29acc-acce-4a4b-82d4-158b55d09c73,21e1797de0230301f126bfff22e6f257,2026-03-24 18:29:20,/auth/refresh,POST,200,212,4.958,3,37.654,14,0,0
239f6ef9-20a9-4ace-8772-c8c1b5cb3b07,3f442e210017ca799a8ebf5327a4e007,2026-03-07 13:19:52,/auth/logout,POST,500,258,4.669,6,5.389,13,1,0
e930b034-01c8-49e1-9396-8a84c2d890bf,62890811b31c856960ff6ac7ac67fc49,2026-03-11 10:42:16,/auth/logout,GET,401,309,1.862,2,27.917,13,1,0
4ce4a19a-3559-4d2a-84ca-22cc75bc50ef,5885986fc9c4f42cb5ca3e178aefafb8,2026-02-26 10:27:30,/auth/logout,POST,200,303,3.112,6,15.87,11,0,0
04c6e391-85a5-454d-8d07-36ec35b00c31,27b83d853fc2c0fac832b833a1ffa8ad,2026-03-15 12:41:10,/auth/login,POST,401,195,74.102,2,1.156,6,37,1
43aba4ee-ac9b-4d4c-82e0-c67e14e504ee,441690673f01d562d43a55cdbf55ad60,2026-03-23 15:28:07,/auth/login,POST,401,208,61.214,1,0.892,10,34,1
103d99b4-e481-4d4d-9c16-2351bd7bb140,67e5f3ad682f0b2e96dd38740c0ef9a5,2026-02-24 14:21:17,/auth/login,POST,404,245,2.878,2,12.176,13,1,0
9dbdec1b-6414-40c6-97b7-d55ceb90f0c6,03600a07a090cb53d5280cf5b01d2ad4,2026-03-23 16:37:32,/auth/logout,POST,200,272,4.778,2,5.37,16,1,0
957e3b10-6fee-40e8-afdd-7484f02c1c2c,67e5f3ad682f0b2e96dd38740c0ef9a5,2026-03-22 10:14:17,/auth/refresh,POST,200,249,1.311,3,5.591,7,0,0
7e1c94e2-7636-4413-aa2f-0a22e0d54e71,c247205d3266bf0229d0520e8c92320f,2026-02-27 12:12:08,/auth/login,POST,500,185,4.531,7,7.744,9,1,0
d4a5d149-028c-40e0-accc-fdab90a0223b,136fb07d6813b6d31e77e77446b9d5eb,2026-03-09 12:52:52,/auth/login,POST,401,237,81.11,1,0.841,0,31,1
9b5e88a4-493c-4f68-ab06-4aa3d82d4f9b,86b37f20b42b1b343b64c339065b641b,2026-03-12 19:17:24,/auth/login,POST,401,245,64.156,1,0.854,12,40,1
95cc417e-cde5-494e-9e1f-51d5c89c0201,e14d9eeba775ac5bc8b49ab4e41c4dc2,2026-03-23 11:35:49,/auth/login,POST,401,298,4.497,4,30.733,11,0,0
897043d2-0bd9-4dc9-90a4-daf122961347,e84044c8246adc4d5b13e8dbb01b6173,2026-02-26 10:37:17,/auth/login,POST,404,277,3.096,8,13.311,11,0,0
bb91a05a-4a2b-4fe5-a9b1-8050d5fb1119,d9cac05fb7b9c4227e5f73f0bc9d3f58,2026-03-04 15:10:39,/auth/refresh,POST,200,143,4.589,8,9.092,17,1,0
233c8103-a71f-4911-8370-97e85c29b8f0,e14d9eeba775ac5bc8b49ab4e41c4dc2,2026-03-18 10:12:06,/auth/login,POST,401,246,2.48,6,5.436,15,1,0
4a3a21bd-b83b-4a6c-8177-60ca8f7f5cb0,74fd1bedb180b0755039d42099426c6b,2026-03-09 09:40:41,/auth/refresh,POST,401,223,3.532,7,45.271,14,0,0
a9d42202-cd8e-4af5-afa1-a52a80aaa5a4,7798980c4be0aa445c07e31c4f49afca,2026-03-08 12:34:33,/auth/login,POST,404,339,2.208,6,4.797,17,1,0
830a1df3-fe18-467c-ba23-6566cb4ba488,1e0f6a6d28d2bff68414468efce4c064,2026-03-16 16:38:50,/auth/login,POST,200,229,2.622,2,16.464,11,1,0
679ce6f8-7694-4e60-826a-a848264b018b,e84044c8246adc4d5b13e8dbb01b6173,2026-03-20 13:10:03,/auth/logout,POST,200,236,3.29,4,10.763,14,1,0
6859d247-3d27-4abf-bcf9-90410366cd86,d9cac05fb7b9c4227e5f73f0bc9d3f58,2026-02-27 15:59:02,/auth/login,POST,200,291,4.22,4,6.076,14,0,0
dc539e38-0299-4e3e-8673-2707d086a9ce,7b525056859a0c661a446912d3e49de8,2026-03-18 17:00:58,/auth/refresh,GET,200,298,1.661,3,4.904,13,0,0
333a5704-48fb-47ff-867f-6c7ab6a71076,67e5f3ad682f0b2e96dd38740c0ef9a5,2026-03-24 08:29:05,/auth/logout,POST,500,312,2.743,7,26.474,12,1,0
8d9e9fa1-2056-4459-ac62-d7e55abdf8c4,3f442e210017ca799a8ebf5327a4e007,2026-03-10 12:10:13,/auth/logout,POST,200,194,3.012,6,4.401,11,0,0
