request_id,ip_hash,timestamp,endpoint,http_method,response_code,payload_size_bytes,requests_per_min,unique_endpoints_per_session,inter_request_time_seconds,hour_of_day,failed_auth_streak,is_abuse
dfb233bc-84e2-4e10-8792-e1323922b9f3,d67d5e00e10a41318d77b0dd4b61c7d9,2026-03-05 09:46:32,/payment/refund,POST,200,573,1.988,2,113.961,12,0,0
8e3adb65-60cb-4734-90d3-28bdd3da3acf,80423a6b3ab6c7cef099eb498be6fb6f,2026-03-22 09:01:51,/payment/status,POST,200,393,2.526,2,340.434,15,0,0
07d856ef-f545-42af-94d0-ee10ede7937e,2c17012a49b9d76da903290969e8c4e0,2026-02-26 11:17:58,/payment/process,POST,200,341,1.825,2,31.073,10,0,0
ae061770-c555-4c13-8969-70a2cc615889,01d517a09f705c7056b29d2fea4d51cc,2026-03-24 07:21:18,/payment/status,POST,402,451,1.715,4,178.295,10,0,0
68c8cc1f-479c-43c3-ae85-3d9d771fc555,94e16b77ccec3930acdfa0d2db795a77,2026-02-25 15:23:40,/payment/refund,GET,500,484,1.644,4,165.732,11,0,0
f213a37d-0895-45b1-9cf1-5e66fb9b4db6,bcbd7e211683b512fcf1c8836315fa13,2026-03-02 11:23:30,/payment/refund,POST,500,412,2.915,3,116.888,16,0,0
abdfa9cc-2b55-4691-b5b0-a1c9068f755d,c220cd30d140c8ccd4eabb6877234cf2,2026-03-18 14:21:56,/payment/status,POST,500,452,1.516,1,101.679,14,0,0
9b84482a-7c0c-4651-9153-b4e0aa60d902,5e8d7cdad018a22102741f474649b5a9,2026-02-27 15:02:16,/payment/status,POST,500,388,2.892,4,71.447,11,0,0
f055952c-ff74-4c58-a3e2-f35943fdfe9d,5e8d7cdad018a22102741f474649b5a9,2026-03-24 13:17:43,/payment/process,POST,200,429,1.104,4,71.921,10,0,0
f91b81d8-1361-4d55-94de-8615bd6e8586,7741a364e5eeb9edf06398d37fe297fe,2026-03-14 14:01:08,/payment/refund,POST,200,414,1.847,3,419.567,15,0,0
edf8f65a-6283-4899-a553-ab685335a0a9,bce6fbaa71be11608dea7699367e8bb9,2026-03-03 04:43:49,/payment/process,POST,429,420,275.213,2,0.0439,4,0,1
c1adce21-718f-4ea9-bf73-94456d388952,2878d8185fa572d51f6fd1f68054702e,2026-03-15 06:38:11,/payment/process,POST,200,334,2.716,1,70.814,13,0,0
0c624671-b97f-4206-9608-db5342e6596a,7741a364e5eeb9edf06398d37fe297fe,2026-03-07 13:15:40,/payment/refund,POST,402,453,1.178,1,37.357,13,0,0
ec9e2e06-a474-4336-82f0-b9faa1ca489f,c220cd30d140c8ccd4eabb6877234cf2,2026-03-23 10:11:05,/payment/process,POST,200,532,2.244,1,113.167,8,0,0
40c67d99-1e78-40f2-a257-d5a23115b0f9,5c5d499716f39373ee16259498079518,2026-02-25 11:12:42,/payment/process,GET,402,570,2.423,4,74.972,9,0,0
00627ba5-3168-4fa9-be28-1af47876dfc6,fed5136805ae42eca45530d99dd64864,2026-03-07 12:36:32,/payment/refund,GET,402,451,2.321,2,95.335,14,0,0
8f9e9236-d3a3-4e3d-93ed-de230fcdd966,94e16b77ccec3930acdfa0d2db795a77,2026-03-05 09:05:37,/payment/process,GET,200,374,2.031,3,102.076,20,0,0
a1caec84-a27b-45c2-8406-ce23be45b87b,bcd443e78e8f7ed74fa74c9a0cbf1934,2026-03-01 14:56:25,/payment/status,POST,200,572,2.591,1,80.224,14,0,0
832d9f40-2be8-4d5b-8402-543e0b639325,b6b64fd23d658af5053bf6c4f934374c,2026-03-09 09:13:01,/payment/refund,POST,200,414,2.11,2,30.143,9,0,0
bf899c37-fa5f-41d8-80c6-584bb05deb1e,594ccf657b11d20c7ca1f472c8228ac2,2026-03-18 10:34:02,/payment/refund,GET,402,343,1.7,1,34.838,13,0,0
64e6aa24-db7c-4916-87e5-2f85ca83dedc,594ccf657b11d20c7ca1f472c8228ac2,2026-03-06 15:56:07,/payment/status,POST,402,441,2.129,2,29.172,8,0,0
d845d4e0-0b09-49b1-853b-b1109d2f262b,f3403252edf0cc8f4aa805d4537b0b6f,2026-03-06 13:40:17,/payment/process,GET,200,444,1.403,1,205.097,5,0,0
fad65336-77dd-4268-9657-114ba072db4a,594ccf657b11d20c7ca1f472c8228ac2,2026-03-15 12:08:10,/payment/process,GET,200,557,1.052,1,80.963,10,0,0
8ec4fe7d-4590-4f0b-93b1-79246b9501b9,135fa9d3961a8547bc8d453596aaf646,2026-02-26 12:01:01,/payment/refund,POST,200,333,2.392,3,161.141,15,0,0
0544eb34-20b0-45f4-8b1c-ce8b24776ff2,bce6fbaa71be11608dea7699367e8bb9,2026-03-18 19:00:50,/payment/process,POST,200,394,236.027,1,0.0402,17,0,1
b3e37007-9b98-4f5d-a317-88a5828977dd,e99c0598eff4b462310de7a2ad820912,2026-03-14 10:57:03,/payment/refund,POST,200,460,1.606,2,387.928,10,0,0
c6fa1a1e-30ba-49b5-a739-8637d9ba7f1c,bcd443e78e8f7ed74fa74c9a0cbf1934,2026-03-23 06:27:28,/payment/refund,GET,500,523,1.75,1,167.074,7,0,0
6633eaf9-deed-4dc1-8f6e-db1f24f4073c,bc49043262b0594e2cb2b798a8023bf2,2026-02-25 12:43:32,/payment/process,POST,500,403,1.927,3,188.452,17,0,0
bdf1c205-363f-4572-828d-8b4a753d771a,d67d5e00e10a41318d77b0dd4b61c7d9,2026-03-09 11:36:48,/payment/process,POST,200,522,2.443,3,78.757,15,0,0
3a852c43-6687-40f4-b972-fdade5f535e8,d67d5e00e10a41318d77b0dd4b61c7d9,2026-03-21 15:32:37,/payment/status,POST,200,596,2.953,2,319.621,9,0,0
61a8a7b5-28cf-4db7-a559-173e6aa7620e,b81dc5242daca321212f0cbc5417104a,2026-03-03 18:43:50,/payment/refund,POST,200,581,1.951,1,155.606,9,0,0
31b409dc-ef12-4c78-bb24-e0a49ae3bcaf,2c17012a49b9d76da903290969e8c4e0,2026-03-19 12:38:57,/payment/refund,GET,200,425,2.676,2,27.744,16,0,0
d2a34fa5-bcdb-4f08-90c4-656801fe33e0,e5bf47106258c4fc940104b558c9600f,2026-02-26 09:44:41,/payment/process,POST,200,420,2.51,3,29.189,15,0,0
7aa87afb-0908-47d2-8ce0-72d4acb19ff9,bce6fbaa71be11608dea7699367e8bb9,2026-03-01 12:07:42,/payment/process,POST,429,443,233.341,1,0.0903,15,0,1
53d4d8c1-b5b8-4e7b-b244-9b83395395e0,de4bd323585542b90343bf477da546bb,2026-03-19 22:41:36,/payment/process,POST,200,448,309.371,1,0.1049,3,0,1
c48b9116-e468-4b17-904c-e20b18f59fe9,d08290e370464cd355eaaaa1032c7d9c,2026-03-01 10:08:24,/payment/process,POST,500,432,1.275,4,255.923,11,0,0
8f1f0643-0cce-488e-a5f0-f6bda6baa9fb,6e72f858f0f21bf6387b417eb66c7c39,2026-02-28 13:54:13,/payment/refund,POST,402,576,2.688,3,105.761,14,0,0
890c85eb-c992-4924-a3b9-39087d95b1cb,7741a364e5eeb9edf06398d37fe297fe,2026-03-08 14:36:07,/payment/process,POST,402,540,1.794,3,60.513,11,0,0
cabe5ad9-63c2-497e-b506-7bbcc4e1c071,d34843106ff24dfc7370f8cfa0c86d15,2026-03-09 14:19:04,/payment/process,POST,200,449,2.108,3,119.246,10,0,0
f5ebdb18-49fe-44d1-a98f-2156f889305f,c220cd30d140c8ccd4eabb6877234cf2,2026-03-01 10:26:39,/payment/process,POST,200,520,1.545,3,71.094,3,0,0
ea4b719c-bc16-4adc-9fa8-3636b62b59a0,1b84598625e7e6dab86e2a3100f62dcd,2026-03-10 19:28:38,/payment/process,POST,200,556,1.524,2,316.907,15,0,0
4eecbcf5-278e-49ae-aa33-fc092bdf22dd,2878d8185fa572d51f6fd1f68054702e,2026-02-28 17:05:56,/payment/status,POST,402,300,1.232,4,30.631,8,0,0
34de8d5e-2e60-40c1-93b0-449db4048f0d,e99c0598eff4b462310de7a2ad820912,2026-03-04 11:44:03,/payment/process,GET,200,479,1.251,4,311.619,10,0,0
09cd5195-5ff2-4b97-bf71-30544f89db4e,2c17012a49b9d76da903290969e8c4e0,2026-02-26 13:55:09,/payment/refund,POST,200,361,2.42,3,156.482,17,0,0
44d409be-de62-4747-b74e-0de66ba8a9f2,da3b0556b488b1fec432a5fddfcf82f8,2026-03-13 13:27:29,/payment/refund,POST,200,462,2.638,3,27.848,17,0,0
6ef61877-5402-47c2-94b9-d09124ce5097,5a4dc2506eb17f29898babb33959c4b9,2026-03-03 17:19:57,/payment/refund,POST,200,396,1.952,3,34.695,9,0,0
4317c3bc-89c1-4341-90e5-3011ed86017e,5cfde176f930a4477405b9756de47bef,2026-03-04 10:33:29,/payment/process,GET,200,420,1.925,2,105.752,15,0,0
c5a8708f-6885-4889-8470-74e5f53fdbaf,6e72f858f0f21bf6387b417eb66c7c39,2026-02-25 08:03:28,/payment/refund,POST,200,653,2.039,3,167.778,13,0,0
5ad03bf8-4963-45ac-a761-50370cb80608,4ca502daa5623a25569b993a981cce1f,2026-03-17 22:36:36,/payment/process,POST,200,405,360.205,2,0.0621,19,0,1
e8e259a2-d0de-4bce-acc5-c92fa273601a,ca725e81cbfa04b27ed6f01d914bce51,2026-03-06 13:06:23,/payment/status,POST,500,376,2.642,3,71.407,5,0,0
af91cf9e-c3f9-4933-b402-b1e17580cc0c,5366f8794679838b0db88b4e506c390d,2026-03-09 10:03:43,/payment/process,GET,200,319,1.311,1,316.01,11,0,0
1b738804-dfce-44bc-9a83-6480a0240415,e5bf47106258c4fc940104b558c9600f,2026-03-08 06:09:23,/payment/status,GET,402,422,1.646,3,262.239,11,0,0
fd0ae858-29c9-4411-baa4-3b372f6d933a,80423a6b3ab6c7cef099eb498be6fb6f,2026-02-26 11:00:40,/payment/process,GET,402,306,1.152,4,46.557,20,0,0
34a87e0c-1da4-46fa-8fd7-ccacc98cec00,94e16b77ccec3930acdfa0d2db795a77,2026-03-23 14:16:48,/payment/refund,GET,200,443,1.045,2,36.197,7,0,0
8dd82239-5467-4819-afa2-61f1c238ab2b,bcbd7e211683b512fcf1c8836315fa13,2026-03-23 11:30:42,/payment/refund,POST,200,414,2.828,4,69.072,12,0,0
cc6cf713-09e9-4dd4-9e40-81684662d452,4e6fc14791a54a4c91e65e74dd755b0a,2026-03-21 07:36:06,/payment/process,POST,429,423,409.968,1,0.0877,21,0,1
2a9e1d36-2e43-4077-87f5-c5241da5fa82,da3b0556b488b1fec432a5fddfcf82f8,2026-03-22 10:36:18,/payment/process,POST,402,307,1.73,1,117.974,18,0,0
f6e18c06-4572-4f39-ad4b-e95d9159b157,bc49043262b0594e2cb2b798a8023bf2,2026-03-02 10:18:25,/payment/refund,GET,402,432,1.394,2,237.988,13,0,0
fe6bfb9b-c7d4-4a9b-bd13-faecd002e5e0,e5bf47106258c4fc940104b558c9600f,2026-02-25 16:33:56,/payment/process,POST,200,471,2.29,3,54.587,14,0,0
ce8808e3-3423-4ba9-a3a6-41d01579c395,f3403252edf0cc8f4aa805d4537b0b6f,2026-03-17 14:56:48,/payment/refund,GET,200,408,1.987,4,187.464,16,0,0
54075376-7a92-4253-b25c-01c6a03726b9,b8d1db762ade4ec0db89dd610a5796d6,2026-03-13 23:27:17,/payment/process,POST,200,416,467.345,2,0.0739,1,0,1
bc131463-3659-4e5b-ab37-2cc6493ee245,d34843106ff24dfc7370f8cfa0c86d15,2026-03-05 15:08:31,/payment/status,GET,500,417,1.584,4,56.811,9,0,0
63beab99-528c-4058-a157-b30a999a0c43,d08290e370464cd355eaaaa1032c7d9c,2026-03-13 14:39:41,/payment/status,POST,500,585,2.489,3,95.334,11,0,0
62e47eda-df53-46d0-ac01-0e56560120d0,4e6fc14791a54a4c91e65e74dd755b0a,2026-03-14 18:44:35,/payment/process,POST,429,405,443.378,1,0.0859,17,0,1
dee192fa-3882-4bfc-b0be-3d727675a25e,6d14ac3d3a55d1f73831145b9354acee,2026-03-07 06:41:28,/payment/process,POST,429,426,292.741,1,0.0226,23,0,1
a755b4d9-4d3f-4221-a93a-ed4d4bea633a,5cfde176f930a4477405b9756de47bef,2026-03-14 20:03:35,/payment/status,POST,402,392,1.044,4,59.615,14,0,0
d0c62346-fe44-4cb5-afc5-fb9cf50ef478,bc49043262b0594e2cb2b798a8023bf2,2026-03-11 12:25:30,/payment/refund,POST,402,460,1.831,1,43.689,13,0,0
a69c6b89-ffbd-44e0-9a87-71f6e6c1184e,b6b64fd23d658af5053bf6c4f934374c,2026-03-09 13:43:40,/payment/status,POST,500,328,2.796,3,92.548,13,0,0
7fac2320-49b4-4f8c-a09b-3ccce488b739,024dbd15371e273a812bbdf73046673a,2026-03-10 02:38:41,/payment/process,POST,429,378,231.432,2,0.0611,21,0,1
98702375-af91-415c-bce7-d171f7181cbe,baf734b787a870c9464ca637f18c1d3e,2026-03-11 15:31:47,/payment/refund,GET,200,606,1.674,1,34.6,12,0,0
19845dd1-c1ac-40f2-92af-2851fed64ced,2c17012a49b9d76da903290969e8c4e0,2026-02-25 09:43:17,/payment/status,POST,200,475,2.612,4,61.567,11,0,0
28364dff-4be2-4d48-bf32-c36d5c38f5e6,5cfde176f930a4477405b9756de47bef,2026-03-07 15:23:02,/payment/status,POST,200,562,2.302,2,169.422,12,0,0
5475689b-67ad-4e9f-bf60-8caa45a78ac6,5a4dc2506eb17f29898babb33959c4b9,2026-03-23 14:25:43,/payment/process,POST,402,475,2.419,1,181.309,13,0,0
b80cae24-7e63-4af6-bb7b-6696641233fe,5a4dc2506eb17f29898babb33959c4b9,2026-03-01 13:44:11,/payment/refund,POST,500,513,1.961,2,62.114,13,0,0
0137506d-b819-4753-86af-9470df605900,5cfde176f930a4477405b9756de47bef,2026-03-01 19:50:57,/payment/status,POST,200,502,1.6,2,131.887,14,0,0
de36fa49-ca67-4761-950c-1a5561adb1cd,5366f8794679838b0db88b4e506c390d,2026-03-10 14:11:47,/payment/status,GET,200,401,2.566,3,147.29,10,0,0
3449be4e-3ea6-478e-a844-3735f83a8548,b44bedf8826129a679f14032b47e1838,2026-02-28 12:20:18,/payment/refund,POST,402,393,1.795,3,314.293,11,0,0
2bbb60fc-7343-46a4-a5f5-1bb63a2d4354,9f3d2920a84a9e98226ce945e6304b88,2026-03-03 16:39:04,/payment/status,POST,500,537,1.454,4,291.92,15,0,0
26032d02-7d6d-46e4-93be-b9366c3fb491,d08290e370464cd355eaaaa1032c7d9c,2026-03-18 18:26:45,/payment/status,POST,500,399,1.199,4,27.364,9,0,0
e045c582-1732-4a74-95ae-ccc1cfe26f0f,6e72f858f0f21bf6387b417eb66c7c39,2026-03-16 12:44:39,/payment/process,POST,500,486,1.967,4,130.403,16,0,0
e6f91247-a194-4c01-8c46-5026c79e1e69,fed5136805ae42eca45530d99dd64864,2026-03-26 10:42:09,/payment/refund,POST,402,439,1.913,1,29.166,16,0,0
f16de342-880f-41d3-8088-d6266c90c679,5e8d7cdad018a22102741f474649b5a9,2026-03-12 16:54:49,/payment/refund,POST,200,427,2.014,2,57.129,16,0,0
f03af892-9f65-4fa4-82f5-6192e807261c,bce6fbaa71be11608dea7699367e8bb9,2026-03-20 14:03:32,/payment/process,POST,429,442,286.349,1,0.0632,18,0,1
99840aab-5f69-47ef-87bd-5f6cd8cf5ffb,5a4dc2506eb17f29898babb33959c4b9,2026-03-12 09:41:15,/payment/refund,POST,200,422,1.583,1,130.184,11,0,0
2a70d1e4-2b2b-49f3-b2cf-cd6c72361c85,ca725e81cbfa04b27ed6f01d914bce51,2026-02-25 12:15:14,/payment/process,POST,200,426,1.497,4,174.743,16,0,0
4cf6c96e-82c2-47dc-bd6d-a0a2e092f72c,baf734b787a870c9464ca637f18c1d3e,2026-03-15 09:25:12,/payment/refund,POST,500,491,1.824,2,29.188,12,0,0
913d4701-4632-4b6e-b6dc-83de25d347c1,b81dc5242daca321212f0cbc5417104a,2026-03-19 10:21:03,/payment/process,GET,200,300,2.664,4,28.068,11,0,0
6d2a1b2e-689e-45a7-8d47-7817c8778e0a,2c17012a49b9d76da903290969e8c4e0,2026-03-12 11:42:29,/payment/process,POST,200,401,1.744,1,237.305,11,0,0
f5cb1f6b-ed04-455f-8f10-c954f6101fe3,93108b15c7eb5df342161d91f0e8f106,2026-02-27 06:43:55,/payment/process,POST,200,491,2.976,4,28.158,13,0,0
79c8f19d-f985-4e44-83bb-a83a2d17c907,b8d1db762ade4ec0db89dd610a5796d6,2026-02-25 07:40:03,/payment/process,POST,429,474,406.925,1,0.0723,18,0,1
cbbf3bcd-786c-431a-a4dc-4bc00e132411,db8ba05e075fdc2fcae3eb1550e39a20,2026-03-01 17:10:12,/payment/status,POST,200,422,1.365,2,194.221,13,0,0
500e393f-e939-4ad6-9b5b-101cdc510c58,b44bedf8826129a679f14032b47e1838,2026-03-08 08:28:02,/payment/process,POST,200,478,2.882,3,28.085,15,0,0
18c55a4d-e692-4621-9902-19157252b915,a51e5fd28d2f1b1e260157c6ad23bc7c,2026-03-09 16:40:53,/payment/refund,POST,402,494,1.292,4,61.491,10,0,0
767d4cd4-3241-43bc-8e1c-64a275273bfb,d67d5e00e10a41318d77b0dd4b61c7d9,2026-03-23 15:30:08,/payment/refund,GET,200,366,1.847,3,251.052,13,0,0
11893dd8-4ec3-4b8b-be4d-8c3440168cbf,4f19ae49497636823aedc5112816c7b4,2026-03-06 11:36:14,/payment/process,POST,200,347,2.426,2,29.174,13,0,0
ae0be4e8-2f71-41a4-8d5a-3cd58abf8e4e,bcbd7e211683b512fcf1c8836315fa13,2026-03-14 09:52:20,/payment/refund,POST,500,450,1.486,2,146.498,19,0,0
981c0d54-faf6-481a-8f8d-fa3a6e279c01,5366f8794679838b0db88b4e506c390d,2026-02-27 05:06:42,/payment/refund,POST,200,441,2.448,1,300.239,15,0,0
8021b61e-27f9-4a5a-8efb-c962a565d531,9f3d2920a84a9e98226ce945e6304b88,2026-03-13 11:09:43,/payment/refund,POST,500,393,1.438,1,32.32,13,0,0
aad2a5b2-90bb-40ac-a43a-98a3a751dc68,e5bf47106258c4fc940104b558c9600f,2026-03-17 14:32:43,/payment/process,POST,200,409,2.216,1,107.886,14,0,0
e23d05d6-1203-44d2-a8cb-b7e237078f8f,4ca502daa5623a25569b993a981cce1f,2026-02-27 05:03:32,/payment/process,POST,200,350,374.574,2,0.027,1,0,1
e5b6b0d2-6ef4-4c65-a653-ff6a95357d35,15290fb970d1106b098fe60f33cf328a,2026-03-23 22:39:35,/payment/process,POST,429,410,210.416,2,0.0554,13,0,1
62585df7-fc59-4a65-a82e-3ee5a8bd9d46,6e72f858f0f21bf6387b417eb66c7c39,2026-03-02 10:18:36,/payment/status,POST,200,529,1.572,1,60.909,15,0,0
40dc93fa-7e7c-451a-85a6-3e7f089bea03,6e72f858f0f21bf6387b417eb66c7c39,2026-03-12 16:14:03,/payment/refund,POST,402,519,2.556,4,30.34,14,0,0
b4052ad4-e485-4eb6-8ca2-9ff4ecb632df,bcd443e78e8f7ed74fa74c9a0cbf1934,2026-03-15 09:58:17,/payment/refund,POST,200,404,2.204,2,87.814,12,0,0
a870abaf-9f06-4806-8b2c-11acbb6ccbb8,1b84598625e7e6dab86e2a3100f62dcd,2026-03-20 16:07:11,/payment/process,POST,200,460,2.483,4,86.135,18,0,0
1d98538d-7094-400a-bcae-48c80ead7001,4e6fc14791a54a4c91e65e74dd755b0a,2026-03-17 06:58:28,/payment/process,POST,200,476,460.451,2,0.0812,1,0,1
a173771a-2259-4cf7-aca7-30759a493f02,6d14ac3d3a55d1f73831145b9354acee,2026-03-05 14:10:14,/payment/process,POST,429,410,201.635,1,0.0305,10,0,1
baa699e8-f483-4b41-be37-d5d73b5275c9,70ae2e80da3c2e6b6411ebcef0f2a6c2,2026-03-15 12:26:26,/payment/status,POST,200,462,1.099,1,26.23,12,0,0
c825ecf9-d039-45c3-9757-4a51adf7af26,80423a6b3ab6c7cef099eb498be6fb6f,2026-03-08 15:21:00,/payment/status,POST,200,469,1.881,3,93.562,14,0,0
699fc5d6-2df4-4fef-91e0-4b5f4f41d1dd,baf734b787a870c9464ca637f18c1d3e,2026-03-08 10:22:15,/payment/refund,GET,200,300,1.157,3,28.422,13,0,0
c585d1ce-17c2-448e-91bf-80211e688da2,ebc0ca2c457c455b9a6272d0c84bc7ec,2026-03-12 12:40:20,/payment/status,POST,200,631,2.588,1,56.334,19,0,0
e9f90ba4-a54b-4089-90bd-837dcad96f14,bc49043262b0594e2cb2b798a8023bf2,2026-03-12 16:16:49,/payment/status,POST,402,399,1.769,4,52.441,12,0,0
d009e841-55c2-4783-8183-299f467aacec,b2d3e929acd32672fdfa23f9d0911f36,2026-03-08 12:45:13,/payment/status,POST,500,543,2.569,1,29.395,8,0,0
abd99b58-7265-4324-9424-78662e1428ba,b6b64fd23d658af5053bf6c4f934374c,2026-03-25 11:53:52,/payment/process,GET,200,520,1.087,3,28.044,14,0,0
8c059cce-d25c-45c7-a012-e09323057784,b2d3e929acd32672fdfa23f9d0911f36,2026-03-12 17:49:50,/payment/refund,POST,200,520,1.972,1,320.989,15,0,0
e70cf315-0e60-49ad-b376-b1f55e5df853,d34843106ff24dfc7370f8cfa0c86d15,2026-03-16 17:03:36,/payment/status,POST,402,493,2.256,4,61.518,14,0,0
a3c263e4-e38d-4f42-8c88-bf80be6f6e7e,01d517a09f705c7056b29d2fea4d51cc,2026-03-18 11:17:56,/payment/status,POST,200,406,2.043,2,30.482,8,0,0
58ba9c3b-a736-4c58-871f-4f0526111e6e,5138dd326230285c21e8548c9d7f866c,2026-02-28 10:46:46,/payment/refund,POST,402,433,2.761,4,51.346,16,0,0
69ed715f-df64-463b-a274-660876f44b6e,d67d5e00e10a41318d77b0dd4b61c7d9,2026-02-25 11:31:52,/payment/refund,POST,500,499,2.136,4,44.758,14,0,0
72402f15-825a-4431-b6ef-99ef0deb5bea,1b84598625e7e6dab86e2a3100f62dcd,2026-03-01 14:28:20,/payment/refund,POST,500,406,1.419,3,146.117,15,0,0
